Metric,Mean,Width,Min,Max,Autocorr
Nq_CheckIn,0.3020965852251991,0.018062711500958586,0.28403387372424055,0.32015929672615767,-0.11491717362417647
Nq_Recupero,0.0,0.0,0.0,0.0,0.0
Nq_TraceDetection,1.3613382160815297,0.06758748115272911,1.2937507349288007,1.4289256972342588,-0.042527285693246784
Nq_Varchi,0.512947920558675,0.009279158164633322,0.5036687623940417,0.5222270787233083,0.07799057603207388
Nq_XRay,4087.7608779082652,436.7708770575696,3650.9900008506957,4524.531754965835,0.9692143142788466
Ns_CheckIn,5.771799000999727,0.04581837167544044,5.725980629324287,5.817617372675167,-0.12829358078882858
Ns_Recupero,15.80742183490454,0.04205773759246035,15.76536409731208,15.849479572497,-0.03284543534648622
Ns_TraceDetection,2.1414491532559,0.07134266433813158,2.0701064889177685,2.2127918175940318,-0.046958581026473156
Ns_Varchi,2.541459140949246,0.02192868376879046,2.5195304571804558,2.5633878247180366,0.12966575815720396
Ns_XRay,4093.7608779082643,436.77087705756935,3656.9900008506947,4530.531754965834,0.9692143142788463
S_CheckIn,104.7642353782382,0.14785823082152103,104.61637714741667,104.91209360905972,0.0058116629859534105
S_Recupero,125.3435067697833,0.2066082101289112,125.1368985596544,125.55011497991221,0.010294026511212225
S_TraceDetection,61.49480867912526,0.09125085096217798,61.40355782816309,61.58605953008744,0.10484776450842655
S_Varchi,15.01520470255084,0.017212280818542487,14.997992421732297,15.032416983369382,-0.08975493576061402
S_XRay,47.58140443224576,0.09044094731905512,47.49096348492671,47.671845379564814,-0.1411296297582193
Tq_CheckIn,5.76276400505319,0.3277046367132777,5.435059368339912,6.090468641766467,-0.11121132215491676
Tq_Recupero,0.0,0.0,0.0,0.0,0.0
Tq_TraceDetection,106.85503225096733,4.845484091833971,102.00954815913336,111.7005163428013,-0.03317237172337563
Tq_Varchi,3.7921117987891133,0.04988982521729646,3.7422219735718167,3.84200162400641,0.02207985905318422
Tq_XRay,30230.73257598761,3219.880515718011,27010.8520602696,33450.61309170562,0.9696802354306675
Ts_CheckIn,110.52692394916215,0.3781517440232232,110.14877220513893,110.90507569318538,-0.17846675773761758
Ts_Recupero,125.3435067697833,0.2066082101289112,125.1368985596544,125.55011497991221,0.010294026511212225
Ts_TraceDetection,168.35085022840914,4.873369182586518,163.47748104582263,173.22421941099566,-0.0330463184112833
Ts_Varchi,18.807375748208383,0.05589962253409707,18.751476125674287,18.86327537074248,0.017856681137519963
Ts_XRay,30275.19813323009,3219.8593482667147,27055.338784963373,33495.057481496806,0.9696783629123881
X_CheckIn,5.4697024157745275,0.03280718962485317,5.436895226149675,5.50250960539938,-0.07994632642175867
X_Recupero,15.80742183490454,0.04205773759246035,15.76536409731208,15.849479572497,-0.03284543534648622
X_TraceDetection,0.7801109371743703,0.004878863221085975,0.7752320739532843,0.7849898003954563,-0.07730903945443306
X_Varchi,2.0285112203905715,0.013603166924421274,2.0149080534661503,2.0421143873149927,0.12771117789799594
X_XRay,6.0,0.0,6.0,6.0,0.0
